"segment","country","acquisition_channel","cohort_month","total_players","churned_players","active_players","churn_rate_pct","avg_days_before_churn"
"High","Finland","Affiliate","2023-10-01","6","4","2","66.67","155.8"
"High","Finland","Email","2023-10-01","4","2","2","50.00","215.5"
"High","Finland","Organic","2023-10-01","9","6","3","66.67","174.5"
"High","Finland","Paid Search","2023-10-01","9","8","1","88.89","181.0"
"High","Finland","Referral","2023-10-01","2","1","1","50.00","279.0"
"High","Germany","Affiliate","2023-10-01","26","19","7","73.08","250.3"
"High","Germany","Email","2023-10-01","4","3","1","75.00","235.3"
"High","Germany","Organic","2023-10-01","9","5","4","55.56","195.6"
"High","Germany","Paid Search","2023-10-01","9","6","3","66.67","270.3"
"High","Germany","Referral","2023-10-01","6","3","3","50.00","201.7"
"High","Germany","Social","2023-10-01","5","3","2","60.00","287.7"
"High","Ireland","Affiliate","2023-10-01","10","8","2","80.00","163.8"
"High","Ireland","Email","2023-10-01","2","2","0","100.00","203.0"
"High","Ireland","Organic","2023-10-01","3","1","2","33.33","211.0"
"High","Ireland","Paid Search","2023-10-01","4","4","0","100.00","172.0"
"High","Ireland","Referral","2023-10-01","3","2","1","66.67","126.0"
"High","Ireland","Social","2023-10-01","2","1","1","50.00","296.0"
"High","Malta","Affiliate","2023-10-01","6","3","3","50.00","169.7"
"High","Malta","Email","2023-10-01","2","1","1","50.00","210.0"
"High","Malta","Organic","2023-10-01","5","5","0","100.00","174.0"
"High","Malta","Paid Search","2023-10-01","1","1","0","100.00","339.0"
"High","Malta","Referral","2023-10-01","1","1","0","100.00","84.0"
"High","Netherlands","Affiliate","2023-10-01","6","2","4","33.33","143.0"
"High","Netherlands","Organic","2023-10-01","4","1","3","25.00","338.0"
"High","Netherlands","Paid Search","2023-10-01","3","3","0","100.00","105.3"
"High","Netherlands","Social","2023-10-01","4","2","2","50.00","204.0"
"High","New Zealand","Affiliate","2023-10-01","6","3","3","50.00","130.3"
"High","New Zealand","Email","2023-10-01","2","0","2","0.00",NULL
"High","New Zealand","Organic","2023-10-01","3","1","2","33.33","319.0"
"High","New Zealand","Paid Search","2023-10-01","11","6","5","54.55","288.3"
"High","New Zealand","Social","2023-10-01","1","0","1","0.00",NULL
"High","Norway","Affiliate","2023-10-01","11","6","5","54.55","228.3"
"High","Norway","Email","2023-10-01","4","2","2","50.00","219.0"
"High","Norway","Organic","2023-10-01","8","5","3","62.50","159.6"
"High","Norway","Paid Search","2023-10-01","4","3","1","75.00","152.7"
"High","Norway","Referral","2023-10-01","1","1","0","100.00","184.0"
"High","Norway","Social","2023-10-01","2","1","1","50.00","168.0"
"High","Sweden","Affiliate","2023-10-01","10","8","2","80.00","252.0"
"High","Sweden","Email","2023-10-01","7","6","1","85.71","207.7"
"High","Sweden","Organic","2023-10-01","9","6","3","66.67","276.8"
"High","Sweden","Paid Search","2023-10-01","5","2","3","40.00","86.5"
"High","Sweden","Social","2023-10-01","4","1","3","25.00","97.0"
"High","UK","Affiliate","2023-10-01","22","15","7","68.18","257.9"
"High","UK","Email","2023-10-01","13","11","2","84.62","150.8"
"High","UK","Organic","2023-10-01","8","6","2","75.00","197.5"
"High","UK","Paid Search","2023-10-01","5","1","4","20.00","386.0"
"High","UK","Referral","2023-10-01","4","1","3","25.00","123.0"
"High","UK","Social","2023-10-01","7","6","1","85.71","248.5"
"Low","Australia","Affiliate","2023-10-01","12","12","0","100.00","177.8"
"Low","Australia","Email","2023-10-01","4","4","0","100.00","107.5"
"Low","Australia","Organic","2023-10-01","10","10","0","100.00","128.9"
"Low","Australia","Paid Search","2023-10-01","11","11","0","100.00","170.1"
"Low","Australia","Referral","2023-10-01","2","2","0","100.00","138.0"
"Low","Australia","Social","2023-10-01","5","3","2","60.00","71.7"
"Low","Austria","Affiliate","2023-10-01","17","17","0","100.00","140.8"
"Low","Austria","Email","2023-10-01","4","4","0","100.00","185.5"
"Low","Austria","Organic","2023-10-01","7","7","0","100.00","123.7"
"Low","Austria","Paid Search","2023-10-01","4","4","0","100.00","164.5"
"Low","Austria","Referral","2023-10-01","2","2","0","100.00","97.5"
"Low","Austria","Social","2023-10-01","3","3","0","100.00","239.3"
"Low","Canada","Affiliate","2023-10-01","15","14","1","93.33","167.7"
"Low","Canada","Email","2023-10-01","8","8","0","100.00","194.8"
"Low","Canada","Organic","2023-10-01","8","7","1","87.50","127.4"
"Low","Canada","Paid Search","2023-10-01","6","6","0","100.00","149.3"
"Low","Canada","Referral","2023-10-01","4","4","0","100.00","163.0"
"Low","Canada","Social","2023-10-01","7","7","0","100.00","139.7"
"Low","Finland","Affiliate","2023-10-01","12","10","2","83.33","164.0"
"Low","Finland","Email","2023-10-01","12","12","0","100.00","144.3"
"Low","Finland","Organic","2023-10-01","10","10","0","100.00","194.0"
"Low","Finland","Paid Search","2023-10-01","9","9","0","100.00","166.7"
"Low","Finland","Referral","2023-10-01","5","5","0","100.00","215.2"
"Low","Finland","Social","2023-10-01","4","4","0","100.00","100.8"
"Low","Germany","Affiliate","2023-10-01","37","33","4","89.19","129.0"
"Low","Germany","Email","2023-10-01","16","15","1","93.75","169.3"
"Low","Germany","Organic","2023-10-01","31","29","2","93.55","142.1"
"Low","Germany","Paid Search","2023-10-01","24","24","0","100.00","137.8"
"Low","Germany","Referral","2023-10-01","8","8","0","100.00","143.3"
"Low","Germany","Social","2023-10-01","15","13","2","86.67","144.2"
"Low","Ireland","Affiliate","2023-10-01","10","10","0","100.00","139.0"
"Low","Ireland","Email","2023-10-01","4","3","1","75.00","117.7"
"Low","Ireland","Organic","2023-10-01","10","10","0","100.00","161.9"
"Low","Ireland","Paid Search","2023-10-01","3","3","0","100.00","167.0"
"Low","Ireland","Referral","2023-10-01","1","1","0","100.00","175.0"
"Low","Ireland","Social","2023-10-01","5","5","0","100.00","78.4"
"Low","Malta","Affiliate","2023-10-01","10","10","0","100.00","83.2"
"Low","Malta","Email","2023-10-01","2","2","0","100.00","69.5"
"Low","Malta","Organic","2023-10-01","1","1","0","100.00","325.0"
"Low","Malta","Paid Search","2023-10-01","4","4","0","100.00","225.0"
"Low","Malta","Referral","2023-10-01","2","2","0","100.00","94.0"
"Low","Malta","Social","2023-10-01","5","5","0","100.00","171.6"
"Low","Netherlands","Affiliate","2023-10-01","11","10","1","90.91","156.8"
"Low","Netherlands","Email","2023-10-01","6","6","0","100.00","113.7"
"Low","Netherlands","Organic","2023-10-01","7","6","1","85.71","145.3"
"Low","Netherlands","Paid Search","2023-10-01","8","7","1","87.50","132.3"
"Low","Netherlands","Referral","2023-10-01","1","1","0","100.00","67.0"
"Low","Netherlands","Social","2023-10-01","5","5","0","100.00","74.4"
"Low","New Zealand","Affiliate","2023-10-01","8","8","0","100.00","98.0"
"Low","New Zealand","Email","2023-10-01","4","3","1","75.00","66.7"
"Low","New Zealand","Organic","2023-10-01","3","3","0","100.00","175.3"
"Low","New Zealand","Paid Search","2023-10-01","5","5","0","100.00","82.6"
"Low","New Zealand","Referral","2023-10-01","2","2","0","100.00","166.5"
"Low","New Zealand","Social","2023-10-01","4","4","0","100.00","149.8"
"Low","Norway","Affiliate","2023-10-01","9","9","0","100.00","222.3"
"Low","Norway","Email","2023-10-01","2","2","0","100.00","120.5"
"Low","Norway","Organic","2023-10-01","8","8","0","100.00","164.9"
"Low","Norway","Paid Search","2023-10-01","14","11","3","78.57","163.5"
"Low","Norway","Referral","2023-10-01","4","3","1","75.00","214.0"
"Low","Norway","Social","2023-10-01","7","7","0","100.00","69.0"
"Low","Sweden","Affiliate","2023-10-01","18","18","0","100.00","180.7"
"Low","Sweden","Email","2023-10-01","7","7","0","100.00","109.1"
"Low","Sweden","Organic","2023-10-01","12","11","1","91.67","97.1"
"Low","Sweden","Paid Search","2023-10-01","10","10","0","100.00","130.0"
"Low","Sweden","Referral","2023-10-01","3","3","0","100.00","106.0"
"Low","Sweden","Social","2023-10-01","6","6","0","100.00","148.8"
"Low","UK","Affiliate","2023-10-01","33","32","1","96.97","151.7"
"Low","UK","Email","2023-10-01","14","14","0","100.00","115.6"
"Low","UK","Organic","2023-10-01","24","20","4","83.33","118.9"
"Low","UK","Paid Search","2023-10-01","17","17","0","100.00","159.4"
"Low","UK","Referral","2023-10-01","10","9","1","90.00","187.9"
"Low","UK","Social","2023-10-01","14","13","1","92.86","136.0"
"Mid","Australia","Affiliate","2023-10-01","12","11","1","91.67","171.8"
"Mid","Australia","Email","2023-10-01","4","2","2","50.00","171.5"
"Mid","Australia","Organic","2023-10-01","11","9","2","81.82","211.1"
"Mid","Australia","Paid Search","2023-10-01","13","7","6","53.85","202.6"
"Mid","Australia","Referral","2023-10-01","4","2","2","50.00","207.5"
"Mid","Australia","Social","2023-10-01","5","4","1","80.00","200.0"
"Mid","Austria","Affiliate","2023-10-01","11","8","3","72.73","161.9"
"Mid","Austria","Email","2023-10-01","12","10","2","83.33","235.1"
"Mid","Austria","Organic","2023-10-01","7","5","2","71.43","189.2"
"Mid","Austria","Paid Search","2023-10-01","8","6","2","75.00","140.7"
"Mid","Austria","Social","2023-10-01","11","8","3","72.73","183.3"
"Mid","Canada","Affiliate","2023-10-01","19","14","5","73.68","233.4"
"Mid","Canada","Email","2023-10-01","4","3","1","75.00","136.0"
"Mid","Canada","Organic","2023-10-01","16","12","4","75.00","134.1"
"Mid","Canada","Paid Search","2023-10-01","17","14","3","82.35","208.9"
"Mid","Canada","Referral","2023-10-01","4","2","2","50.00","131.5"
"Mid","Canada","Social","2023-10-01","10","6","4","60.00","117.3"
"Mid","Finland","Affiliate","2023-10-01","21","13","8","61.90","131.9"
"Mid","Finland","Email","2023-10-01","9","6","3","66.67","147.7"
"Mid","Finland","Organic","2023-10-01","17","16","1","94.12","187.6"
"Mid","Finland","Paid Search","2023-10-01","15","11","4","73.33","177.8"
"Mid","Finland","Referral","2023-10-01","7","5","2","71.43","322.8"
"Mid","Finland","Social","2023-10-01","4","3","1","75.00","185.0"
"Mid","Germany","Affiliate","2023-10-01","42","34","8","80.95","147.7"
"Mid","Germany","Email","2023-10-01","17","15","2","88.24","224.5"
"Mid","Germany","Organic","2023-10-01","29","28","1","96.55","201.1"
"Mid","Germany","Paid Search","2023-10-01","37","28","9","75.68","207.3"
"Mid","Germany","Referral","2023-10-01","11","10","1","90.91","148.8"
"Mid","Germany","Social","2023-10-01","18","14","4","77.78","176.9"
"Mid","Ireland","Affiliate","2023-10-01","12","9","3","75.00","192.2"
"Mid","Ireland","Email","2023-10-01","8","6","2","75.00","291.5"
"Mid","Ireland","Organic","2023-10-01","9","8","1","88.89","230.9"
"Mid","Ireland","Paid Search","2023-10-01","9","7","2","77.78","206.3"
"Mid","Ireland","Referral","2023-10-01","4","4","0","100.00","282.0"
"Mid","Ireland","Social","2023-10-01","5","5","0","100.00","101.8"
"Mid","Malta","Affiliate","2023-10-01","15","13","2","86.67","172.2"
"Mid","Malta","Email","2023-10-01","7","5","2","71.43","241.2"
"Mid","Malta","Organic","2023-10-01","10","8","2","80.00","220.4"
"Mid","Malta","Paid Search","2023-10-01","6","5","1","83.33","155.8"
"Mid","Malta","Referral","2023-10-01","3","3","0","100.00","332.7"
"Mid","Malta","Social","2023-10-01","1","1","0","100.00","220.0"
"Mid","Netherlands","Affiliate","2023-10-01","11","8","3","72.73","146.0"
"Mid","Netherlands","Email","2023-10-01","4","3","1","75.00","267.3"
"Mid","Netherlands","Organic","2023-10-01","4","4","0","100.00","279.3"
"Mid","Netherlands","Paid Search","2023-10-01","10","7","3","70.00","126.4"
"Mid","Netherlands","Referral","2023-10-01","2","2","0","100.00","89.0"
"Mid","Netherlands","Social","2023-10-01","2","1","1","50.00","149.0"
"Mid","New Zealand","Affiliate","2023-10-01","9","7","2","77.78","270.1"
"Mid","New Zealand","Email","2023-10-01","5","4","1","80.00","223.3"
"Mid","New Zealand","Organic","2023-10-01","4","3","1","75.00","208.3"
"Mid","New Zealand","Paid Search","2023-10-01","5","3","2","60.00","168.3"
"Mid","New Zealand","Referral","2023-10-01","1","1","0","100.00","238.0"
"Mid","New Zealand","Social","2023-10-01","1","1","0","100.00","213.0"
"Mid","Norway","Affiliate","2023-10-01","19","15","4","78.95","189.9"
"Mid","Norway","Email","2023-10-01","8","6","2","75.00","154.3"
"Mid","Norway","Organic","2023-10-01","9","8","1","88.89","220.6"
"Mid","Norway","Paid Search","2023-10-01","10","9","1","90.00","142.2"
"Mid","Norway","Referral","2023-10-01","2","1","1","50.00","254.0"
"Mid","Norway","Social","2023-10-01","11","10","1","90.91","172.5"
"Mid","Sweden","Affiliate","2023-10-01","28","22","6","78.57","148.0"
"Mid","Sweden","Email","2023-10-01","13","12","1","92.31","188.5"
"Mid","Sweden","Organic","2023-10-01","11","9","2","81.82","224.1"
"Mid","Sweden","Paid Search","2023-10-01","21","14","7","66.67","164.7"
"Mid","Sweden","Referral","2023-10-01","5","4","1","80.00","116.5"
"Mid","Sweden","Social","2023-10-01","8","7","1","87.50","136.4"
"Mid","UK","Affiliate","2023-10-01","42","28","14","66.67","204.0"
"Mid","UK","Email","2023-10-01","19","15","4","78.95","176.5"
"Mid","UK","Organic","2023-10-01","23","17","6","73.91","208.8"
"Mid","UK","Paid Search","2023-10-01","29","25","4","86.21","159.6"
"Mid","UK","Referral","2023-10-01","7","3","4","42.86","204.3"
"Mid","UK","Social","2023-10-01","8","6","2","75.00","262.3"
"VIP","Australia","Affiliate","2023-10-01","2","1","1","50.00","63.0"
"VIP","Australia","Organic","2023-10-01","2","2","0","100.00","245.0"
"VIP","Australia","Paid Search","2023-10-01","1","0","1","0.00",NULL
"VIP","Australia","Social","2023-10-01","1","1","0","100.00","267.0"
"VIP","Austria","Affiliate","2023-10-01","4","1","3","25.00","143.0"
"VIP","Austria","Email","2023-10-01","1","0","1","0.00",NULL
"VIP","Austria","Organic","2023-10-01","1","1","0","100.00","289.0"
"VIP","Austria","Referral","2023-10-01","2","1","1","50.00","236.0"
"VIP","Canada","Affiliate","2023-10-01","5","0","5","0.00",NULL
"VIP","Canada","Email","2023-10-01","2","1","1","50.00","407.0"
"VIP","Canada","Organic","2023-10-01","1","1","0","100.00","102.0"
"VIP","Canada","Social","2023-10-01","2","0","2","0.00",NULL
"VIP","Finland","Affiliate","2023-10-01","1","0","1","0.00",NULL
"VIP","Finland","Email","2023-10-01","1","0","1","0.00",NULL
"VIP","Finland","Organic","2023-10-01","2","2","0","100.00","308.0"
"VIP","Germany","Affiliate","2023-10-01","6","1","5","16.67","53.0"
"VIP","Germany","Email","2023-10-01","2","0","2","0.00",NULL
"VIP","Germany","Organic","2023-10-01","5","0","5","0.00",NULL
"VIP","Germany","Paid Search","2023-10-01","6","3","3","50.00","248.0"
"VIP","Germany","Social","2023-10-01","3","0","3","0.00",NULL
"VIP","Ireland","Email","2023-10-01","1","1","0","100.00","37.0"
"VIP","Ireland","Organic","2023-10-01","3","0","3","0.00",NULL
"VIP","Ireland","Paid Search","2023-10-01","4","0","4","0.00",NULL
"VIP","Ireland","Social","2023-10-01","1","0","1","0.00",NULL
"VIP","Malta","Affiliate","2023-10-01","3","1","2","33.33","306.0"
"VIP","Malta","Email","2023-10-01","2","0","2","0.00",NULL
"VIP","Malta","Organic","2023-10-01","1","1","0","100.00","341.0"
"VIP","Malta","Paid Search","2023-10-01","3","1","2","33.33","262.0"
"VIP","Malta","Social","2023-10-01","2","0","2","0.00",NULL
"VIP","Netherlands","Affiliate","2023-10-01","3","3","0","100.00","272.3"
"VIP","Netherlands","Organic","2023-10-01","2","0","2","0.00",NULL
"VIP","Netherlands","Paid Search","2023-10-01","1","0","1","0.00",NULL
"VIP","Netherlands","Referral","2023-10-01","1","0","1","0.00",NULL
"VIP","Netherlands","Social","2023-10-01","2","0","2","0.00",NULL
"VIP","New Zealand","Affiliate","2023-10-01","1","1","0","100.00","247.0"
"VIP","New Zealand","Paid Search","2023-10-01","2","1","1","50.00","79.0"
"VIP","New Zealand","Referral","2023-10-01","1","1","0","100.00","31.0"
"VIP","New Zealand","Social","2023-10-01","1","1","0","100.00","431.0"
"VIP","Norway","Affiliate","2023-10-01","3","1","2","33.33","380.0"
"VIP","Norway","Organic","2023-10-01","1","0","1","0.00",NULL
"VIP","Norway","Paid Search","2023-10-01","1","0","1","0.00",NULL
"VIP","Sweden","Affiliate","2023-10-01","2","0","2","0.00",NULL
"VIP","Sweden","Email","2023-10-01","2","1","1","50.00","224.0"
"VIP","Sweden","Organic","2023-10-01","2","0","2","0.00",NULL
"VIP","Sweden","Paid Search","2023-10-01","3","0","3","0.00",NULL
"VIP","Sweden","Social","2023-10-01","4","1","3","25.00","270.0"
"VIP","UK","Affiliate","2023-10-01","4","3","1","75.00","343.7"
"VIP","UK","Email","2023-10-01","4","0","4","0.00",NULL
"VIP","UK","Organic","2023-10-01","2","1","1","50.00","330.0"
"VIP","UK","Paid Search","2023-10-01","4","2","2","50.00","183.5"
"Dormant","Australia","Affiliate","2023-11-01","4","4","0","100.00","48.3"
"Dormant","Australia","Email","2023-11-01","1","1","0","100.00","84.0"
"Dormant","Australia","Organic","2023-11-01","1","1","0","100.00","87.0"
"Dormant","Australia","Paid Search","2023-11-01","4","4","0","100.00","67.0"
"Dormant","Australia","Referral","2023-11-01","1","1","0","100.00","81.0"
"Dormant","Australia","Social","2023-11-01","1","1","0","100.00","53.0"
"Dormant","Austria","Affiliate","2023-11-01","5","5","0","100.00","87.0"
"Dormant","Austria","Email","2023-11-01","2","2","0","100.00","195.0"
"Dormant","Austria","Organic","2023-11-01","1","1","0","100.00","151.0"
"Dormant","Austria","Paid Search","2023-11-01","8","8","0","100.00","112.6"
"Dormant","Austria","Referral","2023-11-01","1","1","0","100.00","40.0"
"Dormant","Austria","Social","2023-11-01","2","2","0","100.00","62.0"
"Dormant","Canada","Affiliate","2023-11-01","5","5","0","100.00","96.0"
"Dormant","Canada","Organic","2023-11-01","3","3","0","100.00","59.3"
"Dormant","Canada","Paid Search","2023-11-01","3","3","0","100.00","45.7"
"Dormant","Canada","Referral","2023-11-01","2","2","0","100.00","55.5"
"Dormant","Canada","Social","2023-11-01","2","2","0","100.00","148.5"
"Dormant","Finland","Affiliate","2023-11-01","8","8","0","100.00","78.5"
"Dormant","Finland","Email","2023-11-01","6","6","0","100.00","139.0"
"Dormant","Finland","Organic","2023-11-01","5","5","0","100.00","47.0"
"Dormant","Finland","Paid Search","2023-11-01","4","4","0","100.00","90.5"
"Dormant","Finland","Referral","2023-11-01","4","4","0","100.00","87.5"
"Dormant","Finland","Social","2023-11-01","2","2","0","100.00","80.5"
"Dormant","Germany","Affiliate","2023-11-01","25","25","0","100.00","72.6"
"Dormant","Germany","Email","2023-11-01","5","5","0","100.00","92.0"
"Dormant","Germany","Organic","2023-11-01","10","10","0","100.00","65.9"
"Dormant","Germany","Paid Search","2023-11-01","14","14","0","100.00","69.4"
"Dormant","Germany","Referral","2023-11-01","5","5","0","100.00","153.4"
"Dormant","Germany","Social","2023-11-01","5","5","0","100.00","102.4"
"Dormant","Ireland","Affiliate","2023-11-01","5","5","0","100.00","116.6"
"Dormant","Ireland","Email","2023-11-01","1","1","0","100.00","86.0"
"Dormant","Ireland","Organic","2023-11-01","2","2","0","100.00","204.5"
"Dormant","Ireland","Paid Search","2023-11-01","2","2","0","100.00","65.0"
"Dormant","Ireland","Social","2023-11-01","1","1","0","100.00","45.0"
"Dormant","Malta","Affiliate","2023-11-01","8","8","0","100.00","93.1"
"Dormant","Malta","Email","2023-11-01","2","2","0","100.00","64.5"
"Dormant","Malta","Organic","2023-11-01","4","4","0","100.00","58.8"
"Dormant","Malta","Paid Search","2023-11-01","6","6","0","100.00","61.3"
"Dormant","Malta","Referral","2023-11-01","1","1","0","100.00","53.0"
"Dormant","Malta","Social","2023-11-01","2","2","0","100.00","157.5"
"Dormant","Netherlands","Affiliate","2023-11-01","4","4","0","100.00","89.5"
"Dormant","Netherlands","Email","2023-11-01","2","2","0","100.00","59.0"
"Dormant","Netherlands","Paid Search","2023-11-01","1","1","0","100.00","207.0"
"Dormant","Netherlands","Social","2023-11-01","3","3","0","100.00","77.3"
"Dormant","New Zealand","Affiliate","2023-11-01","2","2","0","100.00","58.0"
"Dormant","New Zealand","Email","2023-11-01","2","2","0","100.00","74.0"
"Dormant","New Zealand","Organic","2023-11-01","2","2","0","100.00","93.5"
"Dormant","New Zealand","Paid Search","2023-11-01","4","4","0","100.00","64.3"
"Dormant","New Zealand","Referral","2023-11-01","2","2","0","100.00","62.5"
"Dormant","New Zealand","Social","2023-11-01","1","1","0","100.00","54.0"
"Dormant","Norway","Affiliate","2023-11-01","2","2","0","100.00","64.5"
"Dormant","Norway","Email","2023-11-01","1","1","0","100.00","66.0"
"Dormant","Norway","Organic","2023-11-01","2","2","0","100.00","64.0"
"Dormant","Norway","Paid Search","2023-11-01","2","2","0","100.00","56.0"
"Dormant","Norway","Referral","2023-11-01","2","2","0","100.00","57.0"
"Dormant","Norway","Social","2023-11-01","2","2","0","100.00","56.0"
"Dormant","Sweden","Affiliate","2023-11-01","9","9","0","100.00","114.3"
"Dormant","Sweden","Email","2023-11-01","2","2","0","100.00","71.0"
"Dormant","Sweden","Organic","2023-11-01","3","3","0","100.00","70.0"
"Dormant","Sweden","Paid Search","2023-11-01","11","11","0","100.00","79.9"
"Dormant","Sweden","Referral","2023-11-01","1","1","0","100.00","44.0"
"Dormant","Sweden","Social","2023-11-01","4","4","0","100.00","107.8"
"Dormant","UK","Affiliate","2023-11-01","16","16","0","100.00","66.4"
"Dormant","UK","Email","2023-11-01","11","11","0","100.00","101.5"
"Dormant","UK","Organic","2023-11-01","12","12","0","100.00","122.3"
"Dormant","UK","Paid Search","2023-11-01","8","8","0","100.00","84.3"
"Dormant","UK","Referral","2023-11-01","1","1","0","100.00","47.0"
"Dormant","UK","Social","2023-11-01","2","2","0","100.00","113.5"
"High","Australia","Affiliate","2023-11-01","11","7","4","63.64","203.1"
"High","Australia","Email","2023-11-01","1","1","0","100.00","240.0"
"High","Australia","Organic","2023-11-01","5","5","0","100.00","201.6"
"High","Australia","Paid Search","2023-11-01","4","4","0","100.00","244.5"
"High","Australia","Referral","2023-11-01","1","1","0","100.00","227.0"
"High","Australia","Social","2023-11-01","1","1","0","100.00","152.0"
"High","Austria","Affiliate","2023-11-01","8","3","5","37.50","322.7"
"High","Austria","Email","2023-11-01","2","1","1","50.00","193.0"
"High","Austria","Organic","2023-11-01","4","1","3","25.00","435.0"
"High","Austria","Paid Search","2023-11-01","5","4","1","80.00","201.8"
"High","Austria","Referral","2023-11-01","1","1","0","100.00","270.0"
"High","Austria","Social","2023-11-01","1","1","0","100.00","361.0"
"High","Canada","Affiliate","2023-11-01","9","4","5","44.44","270.5"
"High","Canada","Email","2023-11-01","4","1","3","25.00","206.0"
"High","Canada","Organic","2023-11-01","3","2","1","66.67","203.0"
"High","Canada","Paid Search","2023-11-01","4","1","3","25.00","391.0"
"High","Canada","Social","2023-11-01","4","1","3","25.00","291.0"
"High","Finland","Affiliate","2023-11-01","5","4","1","80.00","264.0"
"High","Finland","Email","2023-11-01","3","3","0","100.00","173.7"
"High","Finland","Organic","2023-11-01","3","3","0","100.00","236.3"
"High","Finland","Paid Search","2023-11-01","5","1","4","20.00","333.0"
"High","Finland","Referral","2023-11-01","3","1","2","33.33","40.0"
"High","Finland","Social","2023-11-01","4","1","3","25.00","140.0"
"High","Germany","Affiliate","2023-11-01","14","10","4","71.43","232.7"
"High","Germany","Email","2023-11-01","9","6","3","66.67","122.8"
"High","Germany","Organic","2023-11-01","10","8","2","80.00","214.0"
"High","Germany","Paid Search","2023-11-01","18","8","10","44.44","228.5"
"High","Germany","Referral","2023-11-01","1","1","0","100.00","111.0"
"High","Germany","Social","2023-11-01","5","2","3","40.00","163.5"
"High","Ireland","Affiliate","2023-11-01","7","4","3","57.14","224.0"
"High","Ireland","Organic","2023-11-01","2","1","1","50.00","417.0"
"High","Ireland","Paid Search","2023-11-01","6","4","2","66.67","157.0"
"High","Ireland","Referral","2023-11-01","2","2","0","100.00","69.5"
"High","Ireland","Social","2023-11-01","2","1","1","50.00","48.0"
"High","Malta","Affiliate","2023-11-01","4","2","2","50.00","157.5"
"High","Malta","Organic","2023-11-01","4","4","0","100.00","213.8"
"High","Malta","Paid Search","2023-11-01","4","2","2","50.00","255.5"
"High","Malta","Referral","2023-11-01","1","1","0","100.00","82.0"
"High","Netherlands","Affiliate","2023-11-01","6","4","2","66.67","219.5"
"High","Netherlands","Email","2023-11-01","1","0","1","0.00",NULL
"High","Netherlands","Organic","2023-11-01","2","1","1","50.00","256.0"
"High","Netherlands","Paid Search","2023-11-01","4","2","2","50.00","149.5"
"High","Netherlands","Referral","2023-11-01","1","1","0","100.00","354.0"
"High","Netherlands","Social","2023-11-01","4","2","2","50.00","240.5"
"High","New Zealand","Organic","2023-11-01","2","1","1","50.00","38.0"
"High","New Zealand","Paid Search","2023-11-01","1","0","1","0.00",NULL
"High","New Zealand","Referral","2023-11-01","1","1","0","100.00","97.0"
"High","Norway","Affiliate","2023-11-01","4","2","2","50.00","243.5"
"High","Norway","Email","2023-11-01","3","2","1","66.67","230.5"
"High","Norway","Organic","2023-11-01","6","2","4","33.33","81.0"
"High","Norway","Paid Search","2023-11-01","2","1","1","50.00","177.0"
"High","Norway","Social","2023-11-01","4","1","3","25.00","182.0"
"High","Sweden","Affiliate","2023-11-01","13","9","4","69.23","245.9"
"High","Sweden","Email","2023-11-01","3","0","3","0.00",NULL
"High","Sweden","Organic","2023-11-01","5","4","1","80.00","310.3"
"High","Sweden","Paid Search","2023-11-01","12","3","9","25.00","214.0"
"High","Sweden","Referral","2023-11-01","2","0","2","0.00",NULL
"High","Sweden","Social","2023-11-01","1","1","0","100.00","132.0"
"High","UK","Affiliate","2023-11-01","18","9","9","50.00","181.8"
"High","UK","Email","2023-11-01","6","1","5","16.67","99.0"
"High","UK","Organic","2023-11-01","10","5","5","50.00","179.6"
"High","UK","Paid Search","2023-11-01","12","9","3","75.00","213.0"
"High","UK","Referral","2023-11-01","5","3","2","60.00","210.7"
"High","UK","Social","2023-11-01","3","2","1","66.67","305.5"
"Low","Australia","Affiliate","2023-11-01","14","13","1","92.86","158.9"
"Low","Australia","Email","2023-11-01","2","1","1","50.00","55.0"
"Low","Australia","Organic","2023-11-01","13","12","1","92.31","114.0"
"Low","Australia","Paid Search","2023-11-01","3","2","1","66.67","201.5"
"Low","Australia","Referral","2023-11-01","2","2","0","100.00","137.0"
"Low","Australia","Social","2023-11-01","3","3","0","100.00","188.7"
"Low","Austria","Affiliate","2023-11-01","15","15","0","100.00","167.9"
"Low","Austria","Email","2023-11-01","1","1","0","100.00","58.0"
"Low","Austria","Organic","2023-11-01","9","8","1","88.89","154.3"
"Low","Austria","Paid Search","2023-11-01","6","5","1","83.33","126.0"
"Low","Austria","Referral","2023-11-01","1","1","0","100.00","212.0"
"Low","Austria","Social","2023-11-01","5","5","0","100.00","188.0"
"Low","Canada","Affiliate","2023-11-01","17","15","2","88.24","171.1"
"Low","Canada","Email","2023-11-01","5","5","0","100.00","212.4"
"Low","Canada","Organic","2023-11-01","7","7","0","100.00","162.7"
"Low","Canada","Paid Search","2023-11-01","4","4","0","100.00","111.0"
"Low","Canada","Referral","2023-11-01","4","3","1","75.00","172.3"
"Low","Canada","Social","2023-11-01","10","10","0","100.00","159.4"
"Low","Finland","Affiliate","2023-11-01","18","16","2","88.89","152.3"
"Low","Finland","Email","2023-11-01","3","3","0","100.00","151.0"
"Low","Finland","Organic","2023-11-01","7","7","0","100.00","126.4"
"Low","Finland","Paid Search","2023-11-01","20","18","2","90.00","134.4"
"Low","Finland","Referral","2023-11-01","2","2","0","100.00","124.0"
"Low","Finland","Social","2023-11-01","6","6","0","100.00","116.5"
